"","teach","class.type","class.per","pre.2","pre.4","Q2A1","Q2A2","Q2A3","Q2A4","Q2A5","Q2A6","Q4A1","Q4A2","Q4A3","Q4A4","Q4A5","Q4A6","Q4A7","Q4_Fac1_Score","Q4_Fac2_Score","Q2_1_Fac_Score","Q2_2Fac_Fac1_Score","Q2_2Fac_Fac2_Score"
"289",2,2,0.93390315,2.295201819,1.471849906,1,1,1,1,0,1,5,5,5,5,5,1,5,0.9266933280179,-1.56581225366612,0.618471880368537,7.53230675054617e-05,0.654996241765911
"290",2,2,0.857194098,0.44196035,0.179426661,1,1,0,0,0,1,5,5,3,1,5,3,3,-0.648460773649967,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"291",2,2,0.143784265,-3.09050092,0.214089684,0,0,0,0,0,0,5,3,3,3,5,4,5,-0.0936781356758963,-1.75758353508006,-1.13165369411085,-1.10699228536153,-0.572480043784732
"292",2,2,0.598318466,1.326542815,0.62118302,1,1,0,1,0,1,5,5,3,3,5,3,5,-0.0936781356758963,-1.56581225366612,0.201954427153208,7.53230675054617e-05,0.228909840824867
"293",2,2,0.555194364,-0.552437711,0.161128096,1,0,0,0,0,1,5,5,3,1,5,1,5,-0.0936781356758963,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"294",2,2,0.190067696,-1.719319995,-0.033193667,1,0,0,0,0,1,5,5,3,3,5,1,5,-0.0936781356758963,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"295",2,2,0.587030382,-0.412091603,-0.035136172,1,0,0,0,0,1,5,5,5,1,4,3,3,-0.405406462406962,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"296",2,2,0.493829099,-1.148471611,0.293914044,1,1,0,0,0,1,4,5,5,1,5,1,5,0.39497379111749,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"297",2,2,0.378289143,-2.302790515,-0.06840031,0,1,0,0,0,1,5,5,3,3,5,1,5,-0.0936781356758963,-1.95500140211954,-0.781557363017546,-0.735944560857401,-0.572480043784732
"298",2,2,0.234757613,-2.639497535,-0.807019124,1,1,0,0,0,1,5,5,5,1,3,1,1,-1.04323423993162,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"299",2,2,0.90137964,2.238323807,0.713911115,1,1,0,0,1,1,5,5,4,1,3,1,5,-0.405406462406962,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"300",2,2,0.369320569,-2.600491181,-0.300241575,0,1,0,0,0,1,5,5,3,1,4,1,5,-0.405406462406962,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"301",2,2,0.095569829,-2.718057244,0.298512444,0,1,0,0,0,1,5,5,1,1,3,1,5,-1.04323423993162,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"302",2,2,0.523119251,0.638343556,-0.218554969,1,1,1,0,0,1,5,5,3,1,5,3,5,-0.0936781356758963,-1.95500140211954,0.0242471021974574,7.53230675054617e-05,0.0557363887700542
"303",2,2,0.337870514,-2.078255413,0.522952919,0,0,0,0,0,0,5,5,5,3,4,3,5,0.39497379111749,-1.56581225366612,-1.13165369411085,-1.10699228536153,-0.572480043784732
"304",2,2,0.095592461,-2.907143786,0.65104089,0,0,0,0,0,0,5,5,3,1,5,1,5,-0.0936781356758963,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"305",2,2,0.706840221,-0.159409639,0.455603548,0,1,0,0,0,1,5,3,5,1,5,1,5,0.9266933280179,-2.99201016400882,-0.781557363017546,-0.735944560857401,-0.572480043784732
"306",2,2,0.166060972,-1.929429271,-0.225761224,1,0,0,0,0,1,3,5,1,1,3,3,5,-1.3884666837332,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"307",2,2,0.249304491,-3.5990924,-0.798323225,0,0,0,0,0,0,4,5,1,1,1,3,3,-1.91298931262161,-1.95500140211954,-1.13165369411085,-1.10699228536153,-0.572480043784732
"308",2,2,0.598745126,-2.533142027,-2.196559371,1,0,0,0,0,1,3,5,3,1,3,1,3,-1.3884666837332,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"309",2,2,0.913269906,-0.031566897,-1.474941711,1,1,0,0,0,1,5,5,3,1,3,1,3,-1.04323423993162,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"310",2,2,0.73252639,1.275502312,0.270513714,1,1,1,1,1,1,5,5,3,3,5,3,5,-0.0936781356758963,-1.56581225366612,1.18048768983452,7.53230675054617e-05,1.19952925649464
"311",2,2,0.051609505,-3.614473572,-0.121952719,1,0,0,0,0,1,5,5,3,3,3,1,3,-1.04323423993162,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"312",2,2,0.869082653,-0.596912912,-0.716711833,1,0,0,0,0,1,4,5,4,4,3,2,1,-1.3884666837332,-1.56581225366612,-0.751821144860298,-0.700521104254516,-0.572480043784732
"313",2,2,0.089408745,-2.628221513,0.235671085,0,0,0,0,0,0,5,5,3,1,5,1,3,-0.648460773649967,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"314",2,2,0.517228356,-1.724438683,-0.59083122,0,1,0,0,0,1,5,5,1,1,5,1,4,-0.85603797255497,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"315",2,2,0.893969164,1.506059305,0.217891217,1,1,0,0,0,1,5,5,2,1,5,1,5,-0.405406462406962,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"316",2,2,0.066970905,-3.324888795,-0.867655244,0,1,0,0,0,1,5,5,1,1,1,1,5,-1.3884666837332,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"317",2,2,0.421854085,-0.490608833,0.68461397,1,1,0,0,0,1,5,5,5,1,4,1,5,0.39497379111749,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"318",2,2,0.465827808,-1.61104338,-0.230345469,1,1,0,0,0,1,3,3,3,5,4,1,5,-0.85603797255497,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"319",2,2,0.612266643,1.008607641,1.165671926,1,1,1,0,1,1,5,3,3,3,4,5,5,-0.405406462406962,-1.56581225366612,0.471563085845629,7.53230675054617e-05,0.493015974581274
"320",2,2,0.598614135,-0.319024066,0.702021057,0,1,0,0,0,1,5,5,1,1,5,3,4,-0.85603797255497,-1.95500140211954,-0.781557363017546,-0.735944560857401,-0.572480043784732
"321",2,2,0.160590674,-3.498259956,-0.26868285,0,0,0,0,0,0,5,5,5,1,5,1,5,0.9266933280179,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"322",2,2,0.634219851,-0.522399809,-0.290763325,0,0,0,0,0,0,5,5,5,1,5,1,3,-0.0936781356758963,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"323",2,2,0.820343367,-0.350554399,-0.082548371,1,1,0,0,0,1,5,5,5,3,5,1,3,-0.0936781356758963,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"324",2,2,0.380745302,-0.976775801,-0.071015646,0,1,0,0,1,1,5,5,4,1,3,1,5,-0.405406462406962,-2.41763584278387,-0.730381249576099,-0.735944560857401,0.0625548426537036
"325",2,2,0.601355968,-1.810221687,-0.521220206,0,1,0,0,0,1,3,5,3,1,3,1,5,-1.04323423993162,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"326",2,2,0.61317792,1.142216653,0.333374451,1,1,0,1,0,1,5,5,3,3,3,2,3,-1.04323423993162,-1.75758353508006,0.201954427153208,7.53230675054617e-05,0.228909840824867
"327",2,2,0.51011998,-1.609196367,-0.524945115,1,1,0,0,0,1,5,5,3,1,3,1,3,-1.04323423993162,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"328",2,2,0.808904671,1.233139885,0.722845491,1,0,0,0,0,1,5,5,4,1,5,1,4,-0.0936781356758963,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"329",2,2,0.318341995,-2.690308975,0.329115579,1,0,0,0,0,1,5,5,5,1,5,2,5,0.9266933280179,-2.17240806379916,-0.751821144860298,-0.700521104254516,-0.572480043784732
"330",2,2,0.460835764,-1.286572751,-0.238228465,1,0,0,1,1,1,5,5,5,1,1,1,1,-1.3884666837332,-2.41763584278387,-0.611102771558681,-0.700521104254516,0.661528275866333
"331",2,2,0.545099864,-0.527539709,0.076013781,1,0,0,0,1,1,5,5,3,1,5,1,5,-0.0936781356758963,-2.41763584278387,-0.698394047816031,-0.700521104254516,0.0625548426537036
"332",2,2,0.275628368,-1.141807161,0.470124318,1,0,0,0,0,1,5,5,3,1,1,1,5,-1.04323423993162,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"333",2,2,0.358412176,-1.958365962,0.139635667,1,0,0,0,0,1,5,5,3,1,5,2,3,-0.648460773649967,-2.17240806379916,-0.751821144860298,-0.700521104254516,-0.572480043784732
"334",2,2,0.472267596,-0.107557808,0.053153091,1,1,0,0,0,1,3,5,5,1,5,1,5,-0.0936781356758963,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"335",2,2,0.246052158,-2.653973655,-0.237044572,0,0,0,0,0,0,5,5,3,1,3,3,4,-0.85603797255497,-1.95500140211954,-1.13165369411085,-1.10699228536153,-0.572480043784732
"336",2,2,0.056773429,-3.133488015,-0.08202716,0,0,0,0,0,0,3,5,3,3,1,1,3,-1.73034468743594,-1.95500140211954,-1.13165369411085,-1.10699228536153,-0.572480043784732
"337",2,2,0.671814073,-1.88046603,-0.12472045,0,0,0,0,0,0,5,5,4,2,4,3,5,-0.0936781356758963,-1.75758353508006,-1.13165369411085,-1.10699228536153,-0.572480043784732
"338",2,2,0.527388739,-0.66805058,0.179050804,1,0,0,0,0,1,5,5,3,1,3,1,5,-0.648460773649967,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"339",2,2,0.445101095,-1.670094466,0.230941181,1,0,0,0,0,1,5,5,5,1,4,2,5,0.39497379111749,-2.17240806379916,-0.751821144860298,-0.700521104254516,-0.572480043784732
"340",2,2,0.149949345,-3.291503793,-0.28105045,0,0,0,0,0,0,5,5,5,3,5,1,5,0.9266933280179,-1.95500140211954,-1.13165369411085,-1.10699228536153,-0.572480043784732
"341",2,2,0.094960282,-2.71437297,0.080356645,0,0,0,0,0,0,5,5,4,1,5,1,5,0.39497379111749,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"342",2,2,0.614276427,-0.58859368,-0.538739896,1,1,0,0,0,1,5,5,3,3,5,1,5,-0.0936781356758963,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"343",2,2,0.933790246,1.912391782,0.317404298,1,1,0,0,0,1,5,5,1,3,3,1,5,-1.04323423993162,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"344",2,2,0.254810893,-2.218379883,-0.114351703,0,1,0,0,0,1,5,5,5,3,1,1,4,-0.85603797255497,-1.95500140211954,-0.781557363017546,-0.735944560857401,-0.572480043784732
"345",2,2,0.230462432,-2.650315828,0.466913028,0,0,0,0,0,0,5,5,4,1,3,1,3,-0.85603797255497,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"346",2,2,0.644545509,-0.239952107,-0.0001872,1,1,0,0,0,1,5,5,3,3,5,4,4,-0.405406462406962,-1.36113031943693,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"347",2,2,0.237710593,-2.990995529,-1.11941593,1,0,0,0,0,1,5,5,1,1,5,1,3,-1.04323423993162,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"348",2,2,0.517262312,-0.917617967,-0.124357633,1,0,0,0,0,1,5,5,3,3,5,1,3,-0.648460773649967,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"349",2,2,0.267170835,-2.844239205,0.061968422,1,0,0,0,0,1,3,5,5,1,5,1,5,-0.0936781356758963,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"350",2,2,0.224056403,-2.837861343,-0.514123629,0,0,0,0,0,0,5,5,3,1,4,1,5,-0.405406462406962,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"351",2,2,0.468076577,-1.752444815,-0.165145544,1,1,0,0,0,1,5,5,5,3,3,1,3,-0.648460773649967,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"352",2,2,0.181814664,-2.822513911,-0.541898198,0,0,0,0,0,0,5,5,3,1,3,1,5,-0.648460773649967,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"353",2,2,0.82600453,1.105923792,-1.065948656,1,1,0,1,0,1,4,5,1,1,3,1,3,-1.55738901126244,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"354",2,2,0.24749198,-2.472600012,-0.022428162,0,1,0,0,0,1,5,5,5,1,3,1,5,-0.0936781356758963,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"355",2,2,0.453752251,-0.742531799,-0.170488762,1,1,0,0,0,1,5,5,3,5,5,3,3,-0.648460773649967,-1.11158532195804,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"356",2,2,0.787760765,0.40449871,-0.61824628,1,1,0,1,0,1,5,5,3,3,3,1,5,-0.648460773649967,-1.95500140211954,0.201954427153208,7.53230675054617e-05,0.228909840824867
"357",2,2,0.336300259,-2.828297684,-0.272499111,1,0,0,0,0,1,3,5,4,1,5,1,3,-0.85603797255497,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"358",2,2,0.69750771,-0.460318034,0.614431188,1,0,0,0,0,1,5,5,5,3,3,1,5,-0.0936781356758963,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"359",2,2,0.439104225,-0.832705231,0.162695603,0,0,0,0,0,0,5,4,4,1,5,1,5,0.39497379111749,-2.6880809911662,-1.13165369411085,-1.10699228536153,-0.572480043784732
"360",2,2,0.920595735,2.138861924,0.512310329,1,1,0,1,1,1,5,5,5,5,3,1,5,-0.0936781356758963,-1.56581225366612,0.648352660520513,7.53230675054617e-05,0.661528275866333
"361",2,2,0.307158582,-1.793355031,0.33823428,0,0,0,0,0,0,5,5,4,1,5,1,4,-0.0936781356758963,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"362",2,2,0.739862956,0.324848581,-0.56910167,1,1,0,0,0,1,4,5,1,1,4,1,5,-1.04323423993162,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"363",2,2,0.644298188,0.731542598,1.028403609,1,1,0,0,0,1,5,5,5,3,5,2,5,0.9266933280179,-1.75758353508006,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"364",2,2,0.42556766,-1.912787442,0.991002474,1,1,0,0,0,1,5,4,4,1,5,1,5,0.39497379111749,-2.6880809911662,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"365",2,2,0.604350238,0.319450928,0.136797681,1,1,0,0,0,1,5,3,1,3,5,1,5,-0.648460773649967,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"366",2,2,0.585401604,-0.054708157,-0.113285598,1,1,0,0,0,1,5,5,5,1,3,3,3,-0.648460773649967,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"367",2,2,0.519702714,-1.752774798,-0.945693871,0,1,0,0,0,1,3,5,3,3,1,1,5,-1.3884666837332,-1.95500140211954,-0.781557363017546,-0.735944560857401,-0.572480043784732
"368",2,2,0.151359699,-1.675317232,-0.444761369,0,0,0,0,0,0,3,5,3,1,5,1,3,-1.04323423993162,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"369",2,2,0.119805665,-3.124224957,0.264186684,1,1,0,0,0,1,3,5,3,1,5,1,5,-0.648460773649967,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"370",2,2,0.468047863,-1.008808704,0.623210595,0,0,0,0,0,0,5,5,5,1,5,3,5,0.9266933280179,-1.95500140211954,-1.13165369411085,-1.10699228536153,-0.572480043784732
"371",2,2,0.71816594,1.192993407,1.182627224,1,1,0,0,1,1,5,5,5,1,5,3,5,0.9266933280179,-1.95500140211954,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"372",2,2,0.266084781,-1.928416829,0.158314004,1,0,0,0,0,1,5,5,5,1,3,1,5,-0.0936781356758963,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"373",2,2,0.616313926,-0.06351793,-0.17044305,1,1,0,0,0,1,5,5,5,3,4,1,5,0.39497379111749,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"374",2,2,0.46937357,-0.819198313,0.668595442,1,1,0,0,0,1,5,5,5,3,5,5,5,0.9266933280179,-1.11158532195804,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"375",2,2,0.548274055,-1.388975536,-0.363710403,1,0,0,0,0,1,5,5,3,1,4,1,4,-0.648460773649967,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"376",2,2,0.057682522,-3.401166916,-0.018304254,0,0,0,0,0,0,5,5,3,3,3,1,5,-0.648460773649967,-1.95500140211954,-1.13165369411085,-1.10699228536153,-0.572480043784732
"377",2,2,0.779207758,2.016149068,0.678530762,1,1,0,1,0,1,5,5,3,1,4,1,5,-0.405406462406962,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"378",2,2,0.770779055,1.169054904,-0.07863955,1,1,0,0,1,1,5,5,3,1,5,1,5,-0.0936781356758963,-2.41763584278387,0.0542119188137125,7.53230675054617e-05,0.0625548426537036
"379",2,2,0.791978193,0.32463533,-0.714826086,1,0,0,0,0,1,5,5,3,1,3,1,3,-1.04323423993162,-2.41763584278387,-0.751821144860298,-0.700521104254516,-0.572480043784732
"380",2,2,0.740938981,0.7412269,0.544939511,1,1,0,0,0,1,3,5,3,3,5,1,5,-0.648460773649967,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"381",2,2,0.565044714,-0.797674055,0.346360337,0,1,0,0,0,1,5,5,3,1,4,3,5,-0.405406462406962,-1.95500140211954,-0.781557363017546,-0.735944560857401,-0.572480043784732
"382",2,2,0.405634132,-2.136021223,-0.20172844,1,1,0,0,0,1,5,5,3,1,5,1,5,-0.0936781356758963,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"383",2,2,0.910289766,2.015338936,0.21491621,1,1,1,1,0,1,3,5,5,3,5,1,5,-0.0936781356758963,-1.95500140211954,0.618471880368537,7.53230675054617e-05,0.654996241765911
"384",2,2,0.136049362,-2.768206872,-0.639512022,0,0,0,0,0,0,5,5,1,1,5,1,5,-0.648460773649967,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"385",2,2,0.209658811,-2.51259931,-0.50678101,1,1,0,0,0,1,4,3,4,1,5,1,3,-0.648460773649967,-2.99201016400882,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"386",2,2,0.631429331,-0.709668529,1.524838614,1,1,0,0,0,1,5,3,5,1,5,3,4,0.39497379111749,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"387",2,2,0.133482886,-2.868622147,0.003501545,0,1,0,0,0,1,5,5,5,1,5,1,2,-0.405406462406962,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"388",2,2,0.936750785,1.412470856,-0.377192636,1,1,0,0,0,1,5,5,5,1,5,1,5,0.9266933280179,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"389",2,2,0.361451791,-1.25363821,0.487337241,0,0,0,0,0,0,5,5,2,3,5,1,5,-0.405406462406962,-1.95500140211954,-1.13165369411085,-1.10699228536153,-0.572480043784732
"390",2,2,0.788490731,1.423694398,0.834826907,1,1,0,1,1,1,5,5,5,1,5,2,5,0.9266933280179,-2.17240806379916,0.648352660520513,7.53230675054617e-05,0.661528275866333
"391",2,2,0.562929301,-2.179419804,-0.927669752,0,1,0,0,1,1,3,5,1,3,3,1,5,-1.3884666837332,-1.95500140211954,-0.730381249576099,-0.735944560857401,0.0625548426537036
"392",2,2,0.208867703,-3.193879675,-1.12552052,0,0,0,0,0,0,5,5,3,1,3,1,3,-1.04323423993162,-2.41763584278387,-1.13165369411085,-1.10699228536153,-0.572480043784732
"393",2,2,0.519713204,-1.386176721,-0.225498333,0,1,0,0,0,1,5,5,1,1,1,1,5,-1.3884666837332,-2.41763584278387,-0.781557363017546,-0.735944560857401,-0.572480043784732
"394",2,2,0.250022488,-2.124433484,0.13324438,0,0,0,0,0,0,4,4,3,5,5,1,4,-0.648460773649967,-1.75758353508006,-1.13165369411085,-1.10699228536153,-0.572480043784732
"395",2,2,0.717041052,1.804644664,1.058999661,1,1,0,1,0,1,5,2,5,1,1,3,5,-0.648460773649967,-2.6880809911662,0.201954427153208,7.53230675054617e-05,0.228909840824867
"396",2,2,0.526947668,-2.142254096,-0.086160042,0,0,0,0,0,0,5,5,4,1,5,3,3,-0.405406462406962,-1.95500140211954,-1.13165369411085,-1.10699228536153,-0.572480043784732
"397",2,2,0.610207129,0.326026615,0.064819219,1,1,0,1,0,1,5,5,4,1,3,3,5,-0.405406462406962,-1.95500140211954,0.201954427153208,7.53230675054617e-05,0.228909840824867
"398",2,2,0.740060989,0.592309242,0.304484566,1,1,0,0,0,1,5,3,4,1,1,1,5,-0.85603797255497,-2.99201016400882,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"399",2,2,0.67777578,0.144151173,-0.231876515,1,1,0,0,0,1,3,5,3,1,5,1,1,-1.3884666837332,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"400",2,2,0.880361457,0.936460797,-0.711626278,1,1,0,0,0,1,5,5,3,1,3,3,5,-0.648460773649967,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"401",2,2,0.723812703,0.0260404,1.004801992,1,1,0,1,0,1,5,5,5,3,3,1,5,-0.0936781356758963,-1.95500140211954,0.201954427153208,7.53230675054617e-05,0.228909840824867
"402",2,2,0.623686938,-1.03703678,-0.454600373,1,1,0,0,0,1,5,5,5,3,4,1,3,-0.405406462406962,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"403",2,2,0.658912942,0.211093417,-0.102343127,1,1,0,1,0,1,5,5,3,1,5,1,5,-0.0936781356758963,-2.41763584278387,0.201954427153208,7.53230675054617e-05,0.228909840824867
"404",2,2,0.1009945,-2.438077868,0.122847016,1,0,0,0,0,1,5,5,1,3,4,1,5,-0.85603797255497,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"405",2,2,0.675034312,-1.043946573,-0.295831046,1,0,0,0,0,1,4,5,2,1,3,3,5,-1.04323423993162,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"406",2,2,0.62838146,-0.295766668,-0.028202774,1,0,0,0,0,1,5,5,3,3,5,1,3,-0.648460773649967,-1.95500140211954,-0.751821144860298,-0.700521104254516,-0.572480043784732
"407",2,3,0.59507576,1.320189251,4.921722137,1,1,1,0,0,1,5,1,5,5,5,5,5,0.9266933280179,-1.56581225366612,0.0242471021974574,7.53230675054617e-05,0.0557363887700542
"408",2,3,0.488927384,2.737143309,4.04137392,1,1,0,1,1,1,5,3,5,5,5,4,5,0.9266933280179,-1.36113031943693,0.648352660520513,7.53230675054617e-05,0.661528275866333
"409",2,3,0.330220298,1.433005529,3.751375774,1,1,0,1,0,1,5,3,5,5,5,4,5,0.9266933280179,-1.36113031943693,0.201954427153208,7.53230675054617e-05,0.228909840824867
"410",2,3,0.435506143,0.519475176,3.476430827,1,1,0,0,0,1,5,3,5,5,5,5,5,0.9266933280179,-1.11158532195804,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"411",2,3,0.324057714,0.941740458,3.780904054,1,1,0,0,0,1,5,1,5,4,5,4,5,0.9266933280179,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"412",2,3,0.860332754,-0.386698017,4.302508597,1,1,1,1,0,1,5,3,5,5,5,3,5,0.9266933280179,-1.56581225366612,0.618471880368537,7.53230675054617e-05,0.654996241765911
"413",2,3,0.190840826,3.003431725,4.058970861,1,1,1,1,1,1,5,3,5,5,5,3,5,0.9266933280179,-1.56581225366612,1.18048768983452,7.53230675054617e-05,1.19952925649464
"414",2,3,0.09027433,2.317631451,3.644425179,1,1,1,1,1,1,5,2,5,4,5,5,5,0.9266933280179,-1.56581225366612,1.18048768983452,7.53230675054617e-05,1.19952925649464
"415",2,3,0.354251937,2.901571306,4.21802953,1,1,1,1,0,1,5,3,5,5,5,4,5,0.9266933280179,-1.36113031943693,0.618471880368537,7.53230675054617e-05,0.654996241765911
"416",2,3,0.521338115,2.17459576,2.885693135,1,1,0,1,1,1,5,1,5,3,5,4,5,0.9266933280179,-2.17240806379916,0.648352660520513,7.53230675054617e-05,0.661528275866333
"417",2,3,0.536893134,2.323491357,4.382834208,1,1,0,1,0,1,5,1,5,5,5,3,5,0.9266933280179,-1.95500140211954,0.201954427153208,7.53230675054617e-05,0.228909840824867
"418",2,3,0.082368594,3.056488081,3.341185636,1,1,0,1,1,1,5,3,5,1,5,5,5,0.9266933280179,-1.95500140211954,0.648352660520513,7.53230675054617e-05,0.661528275866333
"419",2,3,0.123473776,0.409765624,3.588050415,1,0,0,1,0,1,5,1,5,5,5,5,5,0.9266933280179,-1.56581225366612,-0.67953283294719,-0.700521104254516,0.228909840824867
"420",2,3,0.221407526,0.495894733,2.906864977,1,1,0,0,0,1,5,5,5,3,5,3,5,0.9266933280179,-1.56581225366612,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"421",2,3,0.87060901,1.723777194,3.132823439,1,1,0,0,0,1,5,1,5,5,5,4,5,0.9266933280179,-1.75758353508006,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"422",2,3,0.365020411,2.119777356,3.861647954,1,1,0,0,0,1,5,3,5,5,5,5,5,0.9266933280179,-1.11158532195804,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"423",2,3,0.206634418,3.307525134,3.91814562,1,1,1,1,1,1,5,1,5,5,5,4,5,0.9266933280179,-1.75758353508006,1.18048768983452,7.53230675054617e-05,1.19952925649464
"424",2,3,0.055494411,0.004319317,2.619420593,1,1,0,0,0,1,5,3,5,3,5,5,5,0.9266933280179,-1.56581225366612,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"425",2,3,0.741162427,2.649851314,4.447222964,1,1,0,1,1,1,5,4,5,5,3,3,5,-0.0936781356758963,-1.36113031943693,0.648352660520513,7.53230675054617e-05,0.661528275866333
"426",2,3,0.931723983,3.752785075,3.478074153,1,1,1,1,0,1,5,3,5,3,5,3,5,0.9266933280179,-1.95500140211954,0.618471880368537,7.53230675054617e-05,0.654996241765911
"427",2,3,0.692439427,1.386390334,3.474741091,1,1,0,0,0,1,5,5,5,3,5,3,5,0.9266933280179,-1.56581225366612,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"428",2,3,0.273412681,0.214550101,2.739393516,1,1,0,0,0,1,5,3,5,1,5,5,5,0.9266933280179,-1.95500140211954,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
"429",2,3,0.573999475,1.113423779,4.405229156,1,1,0,0,0,1,5,1,5,3,5,3,5,0.9266933280179,-2.41763584278387,-0.377893402564653,7.53230675054617e-05,-0.572480043784732
